PDT_LABEL,ITEM_SUP_LINK,PDT_SUP_REF,PDT_SUMMARY,PDT_KEYWORD,PDT_DESCRIPTION,PDT_IMG_FILE,PDT_IMG_URL,PDT_UNSPSC,PDT_FILE,ITEM_LABEL,ITEM_SUP_REF,PDT_SUP_URL,ITEM_CTR_REF,ITEM_VALIDITY_BEGIN_DATE,ITEM_VALIDITY_END_DATE,ITEM_COMMENT,ITEM_PUBLIC_PRICE,ITEM_UNIT_CURRENCY,ITEM_QTY_NEG_B,ITEM_PRICE_B,ITEM_QTY_NEG_C,ITEM_PRICE_C,ITEM_QTY_NEG_D,ITEM_PRICE_D,ITEM_QTY_NEG_E,ITEM_PRICE_E,ITEM_UNIT,ITEM_OTHER_UNIT,ITEM_PACKAGING,ITEM_DELIVERY_TIME,ITEM_SHIP_CODE,ITEM_INCOTERM,ITEM_INCOPLACE,fam_node,Product_type
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9523000601/SERVANTA-MOBILA-PENTRU-SCULE-TSG5-BLACKLINER-6-9523000601/,9523000601,SERVANTA MOBILA PENTRU SCULE TSG5 BLACKLINER 6,,"6 sertare culisante pe glisiere cu bile.  dimensiuni sertare: Lxl = 546x398 mm; H(inaltimea) - sertarele 1,2, 3 si 4 = 60 mm; sertarul 5 = 140 mm; seratarul 6 = 215 mm.  sarcina maxima 850 kg in stare statica.  sarcina maxima admisa pe sertar: 25 kg.  sertare cu blocaj pentru impiedicarea deschiderii accidentale in timpul deplasarii, deblocarea printr-o simpla actionare asupra manerului.  sertare cu inchidere centralizata, 2 chei.  4 roti din care 2 pivotante si 1 cu sistem de blocare.  structura din tabla de 6 mm vopsita in camp electrostatic.  accesibilitate optima: deschiderea sertarelor 100%.  posibilitate de etichetare privind componenta de scule pe fiecare sertar.  capacitate: 3 module/sertar.  ideal pentru service-uri auto, ateliere de reparatii-mentenanta etc.6 sertare culisante pe glisiere cu bile.  sarcina maxima 850 kg in stare statica.  sarcina maxima admisa pe sertar: 25 kg.  sertare cu blocaj pentru impiedicarea deschiderii accidentale in timpul deplasarii, deblocarea printr-o simpla actionare asupra manerului.  sertare cu inchidere centralizata, 2 chei.  4 roti din care 2 pivotante si 1 cu sistem de blocare.  structura din tabla de 6 mm vopsita in camp electrostatic.  accesibilitate optima: deschiderea sertarelor 100%.",,,,,SERVANTA MOBILA PENTRU SCULE TSG5 BLACKLINER 6,SERVANTA MOBILA PENTRU SCULE TSG5 BLACKLINER 6,,,01.01.2026,,SERVANTA MOBILA PENTRU SCULE TSG5 BLACKLINER 6,302.056128,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9513180301/Set-separatoare-pentru-servanta-COCKPIT-9513180301/,9513180301,Set separatoare pentru servanta COCKPIT,,2 sine si 4 separatoare detasabile.Separatoare pentru suprafata de lucru a servantei COCKPIT  2 sine si 4 separatoare detasabile.,,,,,Set separatoare pentru servanta COCKPIT,Set separatoare pentru servanta COCKPIT,,,01.01.2026,,Set separatoare pentru servanta COCKPIT,14.800320000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9513180301/Set-separatoare-pentru-servanta-COCKPIT-9513180301/,9513180301,Set separatoare pentru servanta COCKPIT,,2 sine si 4 separatoare detasabile.Separatoare pentru suprafata de lucru a servantei COCKPIT  2 sine si 4 separatoare detasabile.,,,,,Set separatoare pentru servanta COCKPIT,Set separatoare pentru servanta COCKPIT,,,01.01.2026,,Set separatoare pentru servanta COCKPIT,14.800320000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9513180201/Recipient-interior-pentru-servanta-COCKPIT-9513180201/,9513180201,Recipient interior pentru servanta COCKPIT,,"Permite organizarea interioara a servantei.  Latime egala cu 2 module.  Greutate: 1,6 kg.Recipient pentru marginile interioare ale servantei COCKPIT.",,,,,Recipient interior pentru servanta COCKPIT,Recipient interior pentru servanta COCKPIT,,,01.01.2026,,Recipient interior pentru servanta COCKPIT,19.062864,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9513180201/Recipient-interior-pentru-servanta-COCKPIT-9513180201/,9513180201,Recipient interior pentru servanta COCKPIT,,"Permite organizarea interioara a servantei.  Latime egala cu 2 module.  Greutate: 1,6 kg.Recipient pentru marginile interioare ale servantei COCKPIT.",,,,,Recipient interior pentru servanta COCKPIT,Recipient interior pentru servanta COCKPIT,,,01.01.2026,,Recipient interior pentru servanta COCKPIT,19.062864,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9513180101/Kit-prize-pentru-servanta-COCKPIT-9513180101/,9513180101,Kit prize pentru servanta COCKPIT,,"Trapa exterioara  Priza multipla 16A  4 prize tip E (FR) cu comutator  Greutate: 2,7 kg.  1,5 m cablu  De insurubat.Permite reincarcarea echipamentelor in timp ce servanta COCKPIT este inchisa.",,,,,Kit prize pentru servanta COCKPIT,Kit prize pentru servanta COCKPIT,,,01.01.2026,,Kit prize pentru servanta COCKPIT,95.15102400000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9513180101/Kit-prize-pentru-servanta-COCKPIT-9513180101/,9513180101,Kit prize pentru servanta COCKPIT,,"Trapa exterioara  Priza multipla 16A  4 prize tip E (FR) cu comutator  Greutate: 2,7 kg.  1,5 m cablu  De insurubat.Permite reincarcarea echipamentelor in timp ce servanta COCKPIT este inchisa.",,,,,Kit prize pentru servanta COCKPIT,Kit prize pentru servanta COCKPIT,,,01.01.2026,,Kit prize pentru servanta COCKPIT,95.15102400000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9527206301/Trusa-industriala-COCKPIT-pentru-electricieni-206-OSC-9527206301/,9527206301,Trusa industriala COCKPIT pentru electricieni - 206 OSC,,"COMPONENTA: SERTAR 1:  9547 : modul 16 chei combinate STANDARD: 6-7-8-9-10-11-12-13-14-15-16-17-18-19-22-24 mm  9565 : modul 10 chei pipa 6x6 : 8-10-11-12-13-14-16-17-18-19 mm  9561 : modul 61 capete tubulare si accesorii 14: chei tubulare 3.2-4-5-5.5-6-7-8-9-10-11-12-13-14 mm // 1 antrenor cu clichet 14"" // 2 prelungitoare: 50 mm + 125 mm // 1 antrenor parghie glisanta // 1 intermediar cardanic // cutie 30 biti + 1 suport bit // 1 antrenor simplu cu maner 14"" // 9 chei tubulare hexagonale // 1 port bit  9562 : modul 23 chei tubulare 1/2 si accesorii: chei hexagonale: 10-11-12-13-14-15-16-17-18-19-20-21-22-24-27-30-32 mm // 1 antrenor parghie glisanta // 1 antrenor cu clichet // 1 intermediar cardanic // 2 prelungitoare de 125 si 250 mm // 1 reductie 1/2=>3/8. SERTAR 2:  9551 : modul 4 clesti izolati 1000V: 1 cleste combinat 180 mm // 1 cleste taislateral 180 mm // 1 cleste cu varf semirotund 200 mm // 1 cleste pentru dezizolat 160 mm. 9550 : Cleste de sertizare - 32 terminale - foarfeca dreapta din otel inoxidabil.  9550 : Cheie reglabila 200 mm // Cleste regalbil pentru tevi A240 mm.  9551 : modul 4 clesti inele de siguranta 19-60: 1 cleste inel siguranta arbore,drept // 1 cleste inel siguranta arbore, indoit 90° //1 cleste inel siguranta alezaj,drept // 1 cleste inel siguranta alezaj, indoit 90°. SERTAR 3:  9552 : modul 9 scule 1 ciocan lacatuserie //1 ciocan masa plastica // 1 dalta pentru lacatus-mecanici 200mm // 1 ac de trasat// 1 rigla.  9553 : modul 5 pile cu maner bi-material: 1 pila lata bastarda 200 mm // 1 pila semirotunda 200 mm semifina // 1 pila patrata 200 mm semifina // 1 pila triunghiulara 200 mm semifina // 1 pila rotunda 200 mm semifina.  9558 : modul 18 scule de taiere: 1 ferastrau pentru metal METALCUT // 5 panze de ferastrau HSS000 // 1 cutter 18 mm // set 10 lame schimb pentru cutter // 1 ruleta 3m - modul dublu. PLAN SECUNDAR:  Surubelnite : surubelnita detectoare 3x0,8x135 /surubelnite locas crestatura izolate: 2,5x75 - 3,5x0,6x75 - 4x0,8x100 - 5,5x1x125 /surubelnite locas crestatura maner bimaterial: 6,5x1,2x150 - 8x1,2x200.  Torx : T10 - T15 - T20 - T25 - T30 - T40.  PH/PZ : PH0 - PH2 - PH2 - PZ1 - PZ2 - izolate : PH1 - PH2.Contine 206 de scule, in 11 module OSC. Capacitate 12 module, sarcina maxima admisa pe sertar: 20 kg. Capacitate de depozitare 90l. Servanta cu deschidere laterala a usii. 2 blaturi - suprafata 0,63 m2. blat superior din otel inoxidabil. 3 sertare deschise anti-inclinare. 2 roti fixe si 2 roti mobile. Testata la 1 tona in stare statica. Lacat inclus.",,,,,Trusa industriala COCKPIT pentru electricieni - 206 OSC,Trusa industriala COCKPIT pentru electricieni - 206 OSC,,,01.01.2026,,Trusa industriala COCKPIT pentru electricieni - 206 OSC,1441.7572320000002,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/9527190301/Trusa-industriala-COCKPIT-pentru-mentenanta-190-OSC-9527190301/,9527190301,Trusa industriala COCKPIT pentru mentenanta - 190 OSC,,,,,,,Trusa industriala COCKPIT pentru mentenanta - 190 OSC,Trusa industriala COCKPIT pentru mentenanta - 190 OSC,,,01.01.2026,,Trusa industriala COCKPIT pentru mentenanta - 190 OSC,1616.4943200000005,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111FCUT25OSC/modul-osc-25-cu-ferastrau-si-accesorii-111fcut25osc/,111FCUT25OSC,Modul OSC 25 cu ferastrau si accesorii,,contine 25 scule. COMPONENTA MODUL: 9810: SUPORT OSC PENTRU FERASTRAU - 38048060. 6309: FERASTRAU MANUAL METALCUT. 6312: SET 5 PANZE HSS (8 DNT/CM) PENTRU TAIAT METAL. 6247: CUTTER PROFESIONAL. 6248: SET 10 REZERVE PENTRU CUTTER PROFESIONAL. 6270: RULETA 3 M. U14003: CREION PENTRU TRASAJ CU VARF DIN CARBURA. R171: RIGLA DE INOX 200 mm. 0900: PILA LATA BASTARDA 200 mm MANER BIMATERIAL. 0910: PILA SEMIROTUNDA SEMIFINA 200 mm MANER BIMAT. 0913: PILA PATRATA SEMIFINA 200 mm MANER BIMATERIAL. 0912: PILA TRIUNGHIULARA SEMIFINA 200 mm MANER BIMAT. 0914: PILA ROTUNDA SEMIFINA 200 mm MANER BIMATERIAL.contine 25 scule.,,,,,Modul OSC 25 cu ferastrau si accesorii,Modul OSC 25 cu ferastrau si accesorii,,,01.01.2026,,Modul OSC 25 cu ferastrau si accesorii,69.59908800000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111CFA09MOD/Modul-PVC-cu-9-chei-auto-STANDARD-111CFA09MOD/,111CFA09MOD,Modul PVC cu 9 chei auto STANDARD,,"contine 9 scule. COMPONENTA MODUL: 9545: SUPORT PVC TERMOFORMAT PENTRU 9 CHEI - 38016060. 003: 9 CHEI AUTO STANDARD, CR.-  67; 89; 1011; 1213; 1415; 1618; 1719; 2022; 2224 mm.contine 9 scule.",,,,,Modul PVC cu 9 chei auto STANDARD,Modul PVC cu 9 chei auto STANDARD,,,01.01.2026,,Modul PVC cu 9 chei auto STANDARD,25.329024,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111CFA15MOD/Modul-PVC-cu-15-chei-auto-STANDARD-111CFA15MOD/,111CFA15MOD,Modul PVC cu 15 chei auto STANDARD,,"contine 15 scule. COMPONENTA MODUL: 9547: SUPORT PVC TERMOFORMAT PENTRU 16 CHEI - 38016060. 003: 15 CHEI AUTO STANDARD, CR. - 5,57;  67;  89;  810;  1011;  1113;  1213;  1314;  1415;  1617;  1618;  1819;  2022;  2123;  2426 mm.contine 15 scule.",,,,"Contine 190 de scule, in 10 module OSC. Capacitate 12 module, sarcina maxima admisa pe sertar: 20 kg.  Capacitate de depozitare 90l.  Servanta cu deschidere laterala a usii.  2 blaturi - suprafata 0,63 m2.  Blat superior din otel inoxidabil.  3 sertare deschise anti-inclinare.  2 roti fixe si 2 roti mobile.  Testata la 1 tona in stare statica.  Lacat inclus.  Sloturi laterale pentru accesorii.COMPONENTA: SERTAR 1:  9800 : modul 17 chei combinate: 6- 7- 8- 9- 10- 11- 12- 13- 14- 15- 16- 17- 18- 19-21- 22- 24 mm.  9802 : modul 13 chei pipa 6x6: 7- 8- 9- 10- 11- 12- 13- 14- 15- 16- 17- 18- 19 mm.  9803 : modul 59 chei tubulare 14 si accesorii: // 6 chei tubulare hexagonale: 3.2-4-5-5.5-6-7-8-9-10-11-12-13-14 // antrenor cu parghie glisanta 115 mm // 1 antrenor cu clichet Fast / 1 intermediar cardanic //2 prelungitoare de 50 si 125 mm // 1 set de 9 chei hexagonale / 30 bituri // 1 antrenor simplu cu maner // 1 port bit magnetic.  9804 : modul 23 chei tubulare 1/2 si accesorii: // chei tubulare hexagonale 8-9-10-11-12-13-14-15- 16-17-18-19-21-22-24-27-30-32 mm // 1 antrenor cu parghie glisanta de 250 mm // 1 antrenor cu clichet Fast / 1 intermediar cardanic // 2 prelungitoare de 125 si 250 mm. SERTAR 2:  9820 : modul chei cu locas hexagonal cu maner in T : 2,5-3-4-5-6-8-10 mm.  9821 : modul surubelnite Torx : T9/T10/T15/T20/T25/T30/T40.  9809 : modul 4 clesti inele siguranta.  9826 : modul clesti menghina cu falci lungi // falci multiprindere cu varf conic // margine de taiere diagonala 160 mm // falci semirotunde 170 mm. SERTAR 3:  9825 : modul ciocan DUO 40 mm // 1 cap de schimb din nylon 40 // dalta mecanica 200 mm // 5 dornuri 3, 4, 5, 6 si 8 mm // 1 punctator 6 mm // ac de trasat cu varf din carbura // rigla 200 mm.  9810 : modul 25 scule de taiere (modul triplu): 1 ferastrau pentru metal METALCUT // 5 panze de ferastrau HSS000 // 1 cutter 18 mm // 10 lame de schimb pentru cutter// 1 ruleta 3m / 1 ac de trasat cu varf din carbura // 1 rigla din otel inoxidabil 200 mm // 1 pila lata 200 mm bastarda // 1 pila rotunda 200 mm semi-fina. PLAN SECUNDAR:  Surubelnite pentru mecanici: : 2,5x0,4x50 - 3,5x0,6x75 - 4,0x0,8x100 - 5,5x1x125 - 5,5x1,0x150 - 6,5x1,2x150 - 8x1,2x200.  Torx : T10 - T15 - T20 - T25 - T30 - T40.  PH/PZ : PH0 - PH1 - PH2 - PH2 court - PZ1 - PZ2 - PZ3.",Modul PVC cu 15 chei auto STANDARD,Modul PVC cu 15 chei auto STANDARD,,,01.01.2026,,Modul PVC cu 15 chei auto STANDARD,40.941936000000005,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111CFA05MOD/Modul-PVC-cu-5-chei-auto-STANDARD-111CFA05MOD/,111CFA05MOD,Modul PVC cu 5 chei auto STANDARD,,"contine 5 scule. COMPONENTA MODUL: 9544: SUPORT PVC TERMOFORMAT PENTRU 5 CHEI XL - 38016060. 003: 5 CHEI AUTO STANDATD, CR. - 2224;  2427;  2528;  2730;  3032 mm.contine 5 scule.",,,,,Modul PVC cu 5 chei auto STANDARD,Modul PVC cu 5 chei auto STANDARD,,,01.01.2026,,Modul PVC cu 5 chei auto STANDARD,31.995648000000003,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111TCC16MOD/Modul-PVC-cu-16-chei-combinate-STANDARD-111TCC16MOD/,111TCC16MOD,Modul PVC cu 16 chei combinate STANDARD,,"contine 16 scule. COMPONENTA MODUL: 9547: SUPORT PVC TERMOFORMAT PENTRU 16 CHEI - 38016060. 004: 16 CHEI COMBINATE STANDARD, CR. - 7; 8; 9; 10;  11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22 mm.contine 16 scule.",,,,,Modul PVC cu 16 chei combinate STANDARD,Modul PVC cu 16 chei combinate STANDARD,,,01.01.2026,,Modul PVC cu 16 chei combinate STANDARD,45.239472000000006,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111TCC05MOD/Modul-PVC-cu-5-chei-combinate-STANDARD-111TCC05MOD/,111TCC05MOD,Modul PVC cu 5 chei combinate STANDARD,,"contine 5 scule. COMPONENTA MODUL: 9544: SUPORT PVC TERMOFORMAT PENTRU 5 CHEI XL - 38016060. 004: 5 CHEI COMBINATE, CR. - 24;  25;  26;  27;  28 mm.contine 5 scule.",,,,,Modul PVC cu 5 chei combinate STANDARD,Modul PVC cu 5 chei combinate STANDARD,,,01.01.2026,,Modul PVC cu 5 chei combinate STANDARD,30.922560000000004,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111TCCX5MOD/Modul-PVC-XL-cu-5-chei-combinate-STANDARD-111TCCX5MOD/,111TCCX5MOD,Modul PVC XL cu 5 chei combinate STANDARD,,"contine 5 scule. COMPONENTA MODUL: 9544: SUPORT PVC TERMOFORMAT PENTRU 5 CHEI XL - 38016060. 004: 5 CHEI COMBINATE, CR. - 24;  26;  27;  30;  32 mm.contine 5 scule.",,,,,Modul PVC XL cu 5 chei combinate STANDARD,Modul PVC XL cu 5 chei combinate STANDARD,,,01.01.2026,,Modul PVC XL cu 5 chei combinate STANDARD,34.863696,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111CHRBRMOD/Modul-PVC-cu-3-chei-reglabile-cu-rola-brunate-111CHRBRMOD/,111CHRBRMOD,Modul PVC cu 3 chei reglabile cu rola-brunate,,contine 3 scule. COMPONENTA MODUL: 9566: SUPORT PVC TERMOFORMAT  PENTRU 4 CHEI CU CLICHET 44  SAU 3 CHEI CU ROLA - 38016060. 9044: 3 CHEI REGLABILE CU ROLA 19150; 24200; 29250 mm.contine 3 scule.,,,,,Modul PVC cu 3 chei reglabile cu rola-brunate,Modul PVC cu 3 chei reglabile cu rola-brunate,,,01.01.2026,,Modul PVC cu 3 chei reglabile cu rola-brunate,24.674544,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111CPH10MOD/Modul-PVC-cu-10-chei-pipa-SH-111CPH10MOD/,111CPH10MOD,Modul PVC cu 10 chei pipa SH,,contine 10 scule. COMPONENTA MODUL: 9565: SUPORT PVC TERMOFORMAT  PENTRU 10 CHEI PIPA  - 38016060. 9015: 10 CHEI PIPA  SH - 8; 10; 11; 12; 13; 14; 16; 17; 18; 19 mm.contine 10 scule.,,,,,Modul PVC cu 10 chei pipa SH,Modul PVC cu 10 chei pipa SH,,,01.01.2026,,Modul PVC cu 10 chei pipa SH,54.492912000000004,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111CPD10MOD/Modul-PVC-cu-10-chei-pipa-SH-111CPD10MOD/,111CPD10MOD,Modul PVC cu 10 chei pipa SH,,contine 10 scule. COMPONENTA MODUL: 9565: SUPORT PVC TERMOFORMAT  PENTRU 10 CHEI PIPA  - 38016060. 9016: 10 CHEI PIPA SH+DH - 8; 10; 11; 12; 13; 14; 16; 17; 18; 19 mm.contine 10 scule.,,,,,Modul PVC cu 10 chei pipa SH,Modul PVC cu 10 chei pipa SH,,,01.01.2026,,Modul PVC cu 10 chei pipa SH,54.492912000000004,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111CCTRHMOD/Modul-PVC-cu-38-capete-tubulare-accesorii-14-SH-111CCTRHMOD/,111CCTRHMOD,Modul PVC cu 38 capete tubulare accesorii 1/4 SH,,"contine 38 scule. COMPONENTA MODUL: 9541: SUPORT PVC TERMOFORMAT PENTRU CAPETE SI ACCESORII 38016060. 021: CAPETE CHEI TUBULARE 14"" SH - 5,5;  6;  7;  8;  9;  10;  11;  12;  13;  14 mm. 9200: ANTRENOR CU CLICHET REVERSIBIL 14""72 DNT. R028: ANTRENOR CU PARGHIE GLISANTA 14"". R031S: PRELUNGITOR  5014"". R031L: PRELUNGITOR  12514"". 9283: ANTRENOR SIMPLU CU MANER  160 mm 14"". R030: INTERMEDIAR CARDANIC 14"". 929B: CAPETE CHEI TUBULARE 14"" CU BITURI - PH1;  PH2. 929A: CAPETE CHEI TUBULARE 14"" CU BITURI - LC 0,60,4;   LC 1,05,5. 929C: CAPETE CHEI TUBULARE 14"" CU BITURI - PZ1;  PZ.2. 929E: CAPETE CHEI TUBULARE 14"" CU BITURI - HX4;  HX5;  HX6. 929D: CAPETE CHEI TUBULARE 14"" CU BITURI - TX10;  TX15;  TX20;  TX25. 049HT: SET 9 CHEI LOCAS HEXAGONAL - 1,5;  2;  2,5 ;  3;  4;  5;  6;  8;  10 mm.contine 38 scule.",,,,,Modul PVC cu 38 capete tubulare accesorii 1/4 SH,Modul PVC cu 38 capete tubulare accesorii 1/4 SH,,,01.01.2026,,Modul PVC cu 38 capete tubulare accesorii 1/4 SH,54.930960000000006,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111CCTRDMOD/Modul-PVC-cu-38-capete-tubulare-accesorii-14-SH-111CCTRDMOD/,111CCTRDMOD,Modul PVC cu 38 capete tubulare accesorii 1/4 SH,,"contine 38 scule. COMPONENTA MODUL: 9541: SUPORT PVC TERMOFORMAT PENTRU CAPETE SI ACCESORII 38016060. 021: CAPETE CHEI TUBULARE 14"" DH - 5,5;  6;  7;  8;  9;  10;  11;  12;  13;  14 mm. 9200: ANTRENOR CU CLICHET REVERSIBIL 14""72 DNT. R028: ANTRENOR CU PARGHIE GLISANTA 14"". R031S: PRELUNGITOR  5014"". R031L: PRELUNGITOR  12514"". 9283: ANTRENOR SIMPLU CU MANER  160 mm 14"". R030: INTERMEDIAR CARDANIC 14"". 929B: CAPETE CHEI TUBULARE 14"" CU BITURI - PH1;  PH2. 929A: CAPETE CHEI TUBULARE 14"" CU BITURI - LC 0,60,4;   LC 1,05,5. 929C: CAPETE CHEI TUBULARE 14"" CU BITURI - PZ1;  PZ.2. 929E: CAPETE CHEI TUBULARE 14"" CU BITURI - HX4;  HX5;  HX6. 929D: CAPETE CHEI TUBULARE 14"" CU BITURI - TX10;  TX15;  TX20;  TX25. 049HT: SET 9 CHEI LOCAS HEXAGONAL - 1,5;  2;  2,5 ;  3;  4;  5;  6;  8;  10 mm.contine 38 scule.",,,,,Modul PVC cu 38 capete tubulare accesorii 1/4 SH,Modul PVC cu 38 capete tubulare accesorii 1/4 SH,,,01.01.2026,,Modul PVC cu 38 capete tubulare accesorii 1/4 SH,54.930960000000006,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111CCTBTMOD/Modul-PVC-cu-61-capete-tubulare-accesorii-14-SH-111CCTBTMOD/,111CCTBTMOD,Modul PVC cu 61 capete tubulare accesorii 1/4 SH,,"contine 61 scule. COMPONENTA MODUL: 9561: SUPORT PVC TERMOFORMAT PENTRU CAPETE SI ACCESORII 14"" + SET BITURI. 021: CAPETE CHEI TUBULARE 14"" SH - 3,2; 4; 5; 5,5; 6; 7; 8; 9; 10; 11; 12; 13; 14 mm. 9200: ANTRENOR CU CLICHET REVERSIBIL 14""72DNT. R028: ANTRENOR CU PARGHIE GLISANTA 14"". R031S: PRELUNGITOR 5014"". R031L: PRELUNGITOR 13014"". R030: INTERMEDIAR CARDANIC 14"". 9283-PB: SURUBELNITA PORT BITURI. 049HT: SET 9 CHEI LOCAS HEXAGONAL - 1,5; 2; 2,5; 3; 4; 5; 6; 8; 10 mm. 9460-SB: SET 30 BITURI + PORT BIT MAGNETIC. 929A: CAP PORT BIT 14"". 919Z: BIT PORT CAPETE CHEI TUBULARE 14"".contine 61 scule.",,,,,Modul PVC cu 61 capete tubulare accesorii 1/4 SH,Modul PVC cu 61 capete tubulare accesorii 1/4 SH,,,01.01.2026,,Modul PVC cu 61 capete tubulare accesorii 1/4 SH,60.26011200000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
INDUSTRIAL EQUIPMENTS AND MATERIALS (STANDARDS AND CONSUMABLES),https://novaliaromania.ro/ro/produse/111CCTDBTMOD/Modul-PVC-cu-61-capete-tubulare-accesorii-14-SH-111CCTDBTMOD/,111CCTDBTMOD,Modul PVC cu 61 capete tubulare accesorii 1/4 SH,,"contine 61 scule. COMPONENTA MODUL: 9561: SUPORT PVC TERMOFORMAT PENTRU CAPETE SI ACCESORII 14"" + SET BITURI. 021: CAPETE CHEI TUBULARE 14"" DH - 3,2; 4; 5; 5,5; 6; 7; 8; 9; 10; 11; 12; 13; 14 mm. 9200: ANTRENOR CU CLICHET REVERSIBIL 14""72DNT. R028: ANTRENOR CU PARGHIE GLISANTA 14"". R031S: PRELUNGITOR 5014"". R031L: PRELUNGITOR 13014"". R030: INTERMEDIAR CARDANIC 14"". 9283-PB: SURUBELNITA PORT BITURI. 049HT: SET 9 CHEI LOCAS HEXAGONAL - 1,5; 2; 2,5; 3; 4; 5; 6; 8; 10 mm. 9460-SB: SET 30 BITURI + PORT BIT MAGNETIC. 929A: CAP PORT BIT 14"". 919Z: BIT PORT CAPETE CHEI TUBULARE 14"".contine 61 scule.",,,,,Modul PVC cu 61 capete tubulare accesorii 1/4 SH,Modul PVC cu 61 capete tubulare accesorii 1/4 SH,,,01.01.2026,,Modul PVC cu 61 capete tubulare accesorii 1/4 SH,60.26011200000001,EURO,,,,,,,,,PCE,,1,7-15 zile,,,,,
